title,score,categorias
equals,3.5,"drama,science fiction,action,others"
equilibrium,3.5,"comedy,drama,science fiction,action"
"escape from the ""liberty"" cinema",3.6,"comedy,drama,others"
esperando la carroza,3.5,"comedy,thriller,others"
estar o no estar,3.6,"drama,others"
ethirmarai,3.6,"thriller,others,music"
euphoria,3.5,"drama,others"
evan almighty,3.5,"comedy,drama,others,music"
event horizon,3.5,"drama,science fiction,thriller,action,others"
every time i die,3.6,"drama,thriller,others"
everybody knows,3.6,"drama,thriller,others"
evolution,3.5,"comedy,drama,science fiction,action"
ex machina,3.4,"drama,others"
executive decision,3.5,"comedy,science fiction,action"
exit afghanistan,3.6,"documentaries,others"
exit strategy,3.6,"comedy,drama,others"
exit wounds,3.4,"comedy,science fiction,action"
expo,3.6,"comedy,drama,science fiction,action,others"
eyyvah eyyvah,3.5,"comedy,others"
eyyvah eyyvah 2,3.5,"comedy,drama,others"
eyyvah eyyvah 3,3.6,"comedy,others"
f the prom,3.5,"comedy,drama,others"
face 2 face,3.5,"drama,others"
fakta ladh mhana,3.6,"comedy,drama,science fiction,action,others"
fall girls,3.4,comedy
fallen,3.5,thriller
familiye,3.6,"drama,others"
famous in ahmedabad,3.5,"documentaries,others"
fanatic,3.5,thriller
fandry,3.5,"drama,others"
farce,3.6,"comedy,others"
fear and loathing in las vegas,3.6,"comedy,drama,thriller,others"
feel rich,3.5,documentaries
fiddler on the roof,3.6,"drama,others,music"
fifty,3.5,"drama,others"
figaro pho,3.5,"comedy,drama,others"
figures of speech,3.5,documentaries
filmworker,3.6,documentaries
filosofi kopi the movie,3.5,"drama,others"
final destination,3.5,"thriller,others"
final destination 2,3.5,"thriller,others"
final destination 3,3.6,"thriller,others"
fire at sea,3.5,"documentaries,others"
fireflies,3.5,"drama,others"
first impression,3.5,"comedy,drama,others"
first kill,3.5,"comedy,science fiction,action"
firstborn,3.6,"thriller,others"
fishpeople,3.4,"documentaries,others"
fishtail,3.5,documentaries
fittest in dubai,3.5,"documentaries,others"
five elements ninjas,3.6,"comedy,science fiction,action,others"
flash of genius,3.5,drama
flimflam,3.5,"comedy,others"
flock of four,3.6,"drama,others,music"
flying guillotine 2,3.4,"comedy,science fiction,action,others"
follow me,3.6,"documentaries,others"
footprints: the path of your life,3.4,"documentaries,others,music"
for colored girls,3.5,drama
for grace,3.6,documentaries
for greater glory,3.6,"drama,others"
for love or money,3.5,comedy
for the birds,3.6,documentaries
for the love of benji,3.6,"comedy,drama,others"
forbidden games: the justin fashanu story,3.6,"documentaries,others"
forbidden planet,3.6,"comedy,drama,science fiction,action,others"
forever chape,3.5,"documentaries,others"
forever pure,3.5,"documentaries,others"
forks over knives,3.5,documentaries
four christmases,3.5,"comedy,drama,others"
four weddings and a funeral,3.5,"comedy,others"
fracture,3.6,"drama,thriller"
frances ha,3.6,"comedy,drama,others"
freak show,3.5,"comedy,drama,others"
fred claus,3.5,"comedy,drama,others"
free willy,3.6,"comedy,drama,others"
freeway: crack in the system,3.5,documentaries
freezer's campaign,3.5,"comedy,others"
french dirty,3.5,"drama,others"
freshman year,3.6,"drama,music"
friday the 13th,3.5,"thriller,others"
friend request,3.5,"thriller,others"
from japan to egypt,3.6,"comedy,drama,others"
from paris with love,3.6,"comedy,science fiction,action,others"
froning: the fittest man in history,3.5,"documentaries,others"
frozen planet: on thin ice,3.5,others
frozen planet: the epic journey,3.6,others
frozen river,3.5,"drama,others"
full out,3.6,"comedy,drama,documentaries,others"
functional fitness,3.5,documentaries
furie,3.5,"comedy,drama,science fiction,action,others"
furthest witness,3.6,"drama,thriller"
g-force,3.5,"comedy,drama,others"
gabriel and the mountain,3.6,"drama,others"
gagarin: first in space,3.5,"drama,others"
galih dan ratna,3.5,"drama,others"
gangs of new york,3.5,drama
garuda di dadaku,3.5,"comedy,drama,documentaries,others"
garuda in my heart 2,3.5,"comedy,drama,documentaries,others"
gehenna: where death lives,3.5,"thriller,others"
gelo,3.6,"drama,others"
gemini,3.5,drama
gender revolution: a journey with katie couric,3.5,"documentaries,others"
george of the jungle 2,3.6,"comedy,drama,others"
get him to the greek,3.5,"comedy,music"
get santa,3.5,"comedy,drama,others"
get smart,3.5,"comedy,science fiction,action"
getting played,3.6,"comedy,drama,others"
ghayal,3.6,"comedy,drama,science fiction,action,others"
ghost house,3.6,"thriller,others"
ghost pain,3.5,"comedy,science fiction,animation,action,others"
ghost rider,3.5,"comedy,drama,science fiction,action"
ghost tears,3.5,"comedy,science fiction,animation,action,others"
ghost whispers,3.6,"comedy,science fiction,animation,action,others"
ghulam-e-musthafa,3.6,"comedy,drama,science fiction,action,others"
gie,3.6,"drama,others"
gigi,3.6,"comedy,others,music"
ginger & rosa,3.5,"drama,others"
"girl, boy, bakla, tomboy",3.5,"comedy,others"
glow: the story of the gorgeous ladies of wrestling,3.4,"documentaries,others"
god bless the broken road,3.6,"comedy,drama,others,music"
god knows where i am,3.5,documentaries
god of war,3.5,"comedy,science fiction,action,others"
god's not dead,3.5,"drama,music"
god's not dead: a light in darkness,3.5,"drama,music"
god's own country,3.6,"drama,others"
gol maal,3.6,"comedy,others"
golden time,3.5,"drama,science fiction,action,others"
goldeneye,3.5,"comedy,science fiction,action"
goldie,3.5,drama
goldstone,3.5,thriller
golmaal: fun unlimited,3.7,"comedy,others"
gone are the days,3.6,others
good kids,3.6,"comedy,others"
good kill,3.5,drama
good kisser,3.5,"comedy,drama,others"
good luck,3.5,"drama,others"
"good night, and good luck",3.6,drama
good people,3.5,"comedy,science fiction,thriller,action"
goodfellas,3.5,"drama,others"
gook,3.6,"drama,others"
goon,3.5,"comedy,documentaries,others"
goosebumps 2: haunted halloween,3.6,"comedy,drama,others"
gosford park,3.5,"comedy,drama,others"
gothika,3.5,"thriller,others"
gour hari dastaan: the freedom file,3.5,"drama,others"
gran torino,3.6,drama
grand masti,3.5,"comedy,others,music"
grass,3.6,"comedy,others"
grease,3.6,"comedy,others,music"
green room,3.6,"thriller,others"
green white green (and all the beautiful colours in my mosaic of madness),3.6,"comedy,others"
gringo: the dangerous life of john mcafee,3.6,documentaries
growing up coy,3.6,"documentaries,others"
gun runners,3.5,"documentaries,others"
guy martin: last flight of the vulcan bomber,3.5,"documentaries,others"
héroes,3.6,"comedy,others"
hükümet kadin,3.5,"comedy,others"
hükümet kadin 2,3.5,"comedy,others"
haapus,3.5,"comedy,drama,others"
hadi i̇nşallah,3.5,"comedy,drama,others"
hairspray,3.5,"comedy,drama,others,music"
halo legends,3.5,"comedy,drama,science fiction,animation,action"
halo: the fall of reach,3.6,"comedy,drama,science fiction,action"
hamara dil aapke paas hai,3.6,"drama,others,music"
hamburger hill,3.5,"comedy,drama,science fiction,action"
hamza's suitcase,3.6,"comedy,others"
hangman,3.6,thriller
hank: five years from the brink,3.6,documentaries
hans zimmer: live in prague,3.5,"others,music"
happy hunting,3.4,"thriller,others"
happy times,3.6,"comedy,drama,others"
hard tide,3.5,"drama,others"
hardcore henry,3.5,"comedy,drama,science fiction,action,others"
harlem globetrotters: the team that changed the world,3.5,"documentaries,others"
harold & kumar escape from guantanamo bay,3.5,"comedy,thriller,others"
harold & kumar go to white castle,3.5,"comedy,thriller,others"
harold and lillian: a hollywood love story,3.5,documentaries
harriet the spy: blog wars,3.5,"comedy,drama,others"
harry and snowman,3.5,"documentaries,others"
harry benson: shoot first,3.6,documentaries
haseena maan jaayegi,3.4,"comedy,drama,science fiction,action"
haunters: the art of the scare,3.4,"thriller,documentaries,others"
haunting on fraternity row,3.6,"thriller,others"
have you seen the listers?,3.5,"documentaries,others"
havenhurst,3.5,"thriller,others"
haywire,3.6,"comedy,science fiction,action"
he named me malala,3.5,documentaries
he's out there,3.5,"thriller,others"
head count,3.5,"thriller,others"
head on,3.5,"drama,others"
heal,3.6,documentaries
heartbreakers,3.6,"comedy,drama,others"
heartthrob,3.6,thriller
hedgehogs,3.5,"comedy,drama,others"
hell and back,3.5,"comedy,science fiction,action,others"
hell or high water,3.5,"drama,others"
hellboy,3.6,"comedy,drama,science fiction,thriller,action,others"
her,3.6,"drama,science fiction,action,others"
her only choice,3.5,drama
hera pheri,3.5,"comedy,drama,science fiction,action"
here alone,3.4,"thriller,others"
hero,3.5,"comedy,science fiction,action,others"
hickok,3.5,"comedy,science fiction,action"
hide & seek,3.5,"thriller,others"
hide and seek,3.6,"thriller,others"
highly strung,3.5,"documentaries,others,music"
hiroshima: the real history,3.5,documentaries
hisss,3.5,"thriller,others"
history of joy,3.5,"drama,others"
hitch,3.5,"comedy,drama,others"
hitler's olympics,3.6,"documentaries,others"
hitler's steel beast,3.5,"documentaries,others"
ho mann jahaan,3.6,"drama,others"
hokkabaz,3.5,"comedy,drama,others"
holding the man,3.5,"drama,others"
holidays,3.6,"comedy,thriller,others"
holy hell,3.6,documentaries
holy man 2,3.6,"comedy,others,music"
holy man 3,3.6,"comedy,others,music"
hombanna,3.6,"drama,others"
homeland,3.4,"drama,others"
honey 2,3.6,"drama,others"
honey: rise up and dance,3.6,drama
hoodwinked too! hood vs. evil,3.5,"comedy,drama,others"
hope aur hum,3.5,"comedy,drama,others"
hope springs eternal,3.6,drama
hope: one in a billion,3.5,"documentaries,others"
horns,3.5,"drama,science fiction,thriller,action,others"
horror story,3.5,"thriller,others"
hostage to the devil,3.5,"documentaries,others"
hostages,3.5,"documentaries,others"
hostiles,3.5,drama
hot bot,3.5,comedy
hot property,3.6,"comedy,others"
hot rod,3.5,"comedy,documentaries,others"
hotel pacific,3.6,"drama,others"
hotel transylvania 3: summer vacation,3.5,"comedy,drama,others"
house at the end of the street,3.5,"thriller,others"
house of z,3.6,documentaries
"houston, we have a problem!",3.5,"comedy,others"
how the beatles changed the world,3.6,"documentaries,music"
how the grinch stole christmas,3.5,"comedy,drama,others"
how to be a latin lover,3.6,comedy
how to be a player,3.6,comedy
how to change the world,3.6,"documentaries,others"
how to make an american quilt,3.5,"drama,others"
how to win the us presidency,3.5,documentaries
hridaynath,3.5,"drama,others"
hulk vs.,3.4,"comedy,drama,science fiction,action"
hum saath-saath hain,3.5,"drama,others,music"
humko deewana kar gaye,3.6,"drama,others,music"
hungerford,3.6,"thriller,others"
hunt to kill,3.5,"comedy,science fiction,action"
hunter's prayer,3.5,"comedy,science fiction,action,others"
hurricane bianca,3.5,"comedy,others"
hurricane bianca: from russia with hate,3.5,"comedy,others"
hustle & flow,3.5,"drama,others,music"
hypersomnia,3.6,"thriller,others"
i am,3.6,"drama,others"
i am bolt,3.6,"documentaries,others"
i am jane doe,3.5,documentaries
i am maris,3.5,documentaries
i am not madame bovary,3.5,"comedy,drama,others"
i am sun mu,3.5,"documentaries,others"
i am vengeance,3.4,"comedy,science fiction,action"
i am wrath,3.5,"comedy,drama,science fiction,action"
i don't know how she does it,3.5,comedy
i dream of dance,3.6,"comedy,drama,documentaries,others"
i fine... thank you... love you,3.5,"comedy,drama,others"
"i, daniel blake",3.5,"drama,others"
i'll see you in my dreams,3.5,"comedy,drama,others"
i'm in love with a church girl,3.6,"drama,others,music"
ice guardians,3.5,"documentaries,others"
iceman,3.6,"comedy,drama,science fiction,action,others"
ideachi kalpana,3.5,"comedy,drama,others"
igor,3.5,"comedy,drama,others"
iliza shlesinger: war paint,3.5,comedy
imagine that,3.5,"comedy,drama,science fiction,action,others"
immoral tales,3.5,"drama,others"
in search of fellini,3.5,"comedy,drama,science fiction,action"
in the deep,3.5,"thriller,others"
incir receli 2,3.5,"drama,others"
incoming,3.5,"comedy,drama,science fiction,action"
incomplete,3.5,"drama,others"
inconceivable,3.5,thriller
incorruptible,3.6,documentaries
incredibles 2 (spanish version),3.6,"comedy,drama,others"
india,3.5,"drama,others"
indiana jones and the kingdom of the crystal skull,3.6,"comedy,drama,science fiction,action,others"
indiana jones and the last crusade,3.5,"comedy,drama,science fiction,action,others"
indiana jones and the raiders of the lost ark,3.5,"comedy,drama,science fiction,action,others"
indiana jones and the temple of doom,3.6,"comedy,drama,science fiction,action,others"
indiscretion,3.5,"drama,thriller"
inequality for all,3.5,documentaries
influx,3.6,"documentaries,others"
inglourious basterds,3.6,"comedy,science fiction,action"
inkheart,3.6,"comedy,drama,science fiction,action,others"
insan,3.5,"comedy,drama,science fiction,action,others"
instructions not included,3.5,"comedy,drama,others"
internet famous,3.5,comedy
into the forest,3.5,"drama,science fiction,action,others"
inuyasha the movie - l'isola del fuoco scarlatto,3.5,"comedy,science fiction,animation,action,others"
inuyasha the movie - la spada del dominatore del mondo,3.5,"comedy,science fiction,animation,action,others"
inuyasha: the movie 2: the castle beyond the looking glass,3.5,"comedy,science fiction,animation,action,others"
invictus,3.5,"drama,documentaries,others"
invisible essence: the little prince,3.5,documentaries
inxeba,3.4,"drama,others"
iqbal,3.6,"drama,others"
irada pakka,3.6,"comedy,drama,others"
iron cowboy: the story of the 50.50.50,3.6,"documentaries,others"
iron man & captain america: heroes united,3.5,"comedy,drama,science fiction,action,others"
ishqedarriyaan,3.5,"drama,others"
issaq,3.5,"drama,others,music"
it takes two,3.5,"comedy,drama,others"
it's fine,3.5,"comedy,others,music"
it's now or never,3.5,"comedy,drama,others"
"it's okay, buddy",3.6,"comedy,others,music"
iverson,3.5,"documentaries,others"
최강전사 미니특공대 : 영웅의 탄생,3.5,"comedy,drama,others"
jaan-e-mann: let's fall in love... again,3.5,"drama,others"
jack and the cuckoo-clock heart,3.5,"comedy,drama,others,music"
jack of all trades,3.5,"documentaries,others"
jackie brown,3.5,"drama,thriller"
jackpot,3.6,"comedy,drama,others"
jail,3.6,"drama,others"
jake's buccaneer blast,3.5,others
jal,3.5,"drama,others"
jalpari: the desert mermaid,3.5,"drama,others"
janaan,3.5,"comedy,drama,others"
jay and silent bob strike back,3.5,"comedy,thriller,others"
jealousy and medicine,3.5,"drama,others"
jeremy scott: the people's designer,3.5,documentaries
jersey boys,3.5,"drama,music"
jesus: countdown to calvary,3.5,"documentaries,music"
jewel's catch one,3.6,"documentaries,others"
jimi hendrix,3.5,"documentaries,music"
jiro dreams of sushi,3.5,documentaries
jis desh men ganga behti hai,3.5,"comedy,drama,science fiction,action,others"
joe cocker: mad dog with soul,3.6,"documentaries,others,music"
john & jane,3.5,"documentaries,others"
john carter,3.5,"comedy,drama,science fiction,action"
john day,3.6,"thriller,others"
john mellencamp: plain spoken,3.5,"documentaries,music"
